namespace,key,context,tr
page.gizlilik_politikasi,trip_tick_trip_tick_turizm,jsx,"Trip and Tick (Trip and Tick Turizm ve Seyahat Acentası Limited Şirketi),
            6698 sayılı Kişisel Verilerin Korunması Kanunu (KVKK) kapsamında veri
            sorumlusudur. Adresimiz: Göreme Merkez, Nevşehir 50180, Türkiye.
            İletişim: info@tripandtick.com."
page.gizlilik_politikasi,ucretsiz_olarak_yanitlayacagiz,jsx,ücretsiz olarak yanıtlayacağız.
page.gizlilik_politikasi,uluslararasi_ucus_misafirleri,jsx,uluslararası uçuş misafirleri için pasaport numarası.
page.gizlilik_politikasi,veri_paylasimi,jsx,4. Veri Paylaşımı
page.gizlilik_politikasi,veri_sorumlusu,jsx,1. Veri Sorumlusu
page.gizlilik_politikasi,veriler_asagidaki_taraflarla,jsx,Veriler aşağıdaki taraflarla paylaşılır:
page.gizlilik_politikasi,veriler_https_sifreli_iletisim,jsx,"Veriler HTTPS şifreli iletişim, hash'lenmiş şifreler, role-based access ve
            düzenli güvenlik denetimleriyle korunur. Veri ihlali durumunda Kişisel
            Verileri Koruma Kurulu'na 72 saat içinde bildirim yapılır."
page.gizlilik_politikasi,verileriniz_pazarlama_amaciyla,jsx,Verileriniz pazarlama amacıyla üçüncü taraflara satılmaz veya kiralanmaz.
page.gizlilik_politikasi,yasal_talep_halinde_tursab_gelir,jsx,"yasal talep halinde TÜRSAB, Gelir İdaresi, mahkemeler."
page.gizlilik_politikasi,yasal_yukumluluklerin_yerine,jsx,"Yasal yükümlülüklerin yerine getirilmesi (TÜRSAB, vergi)."
page.gizlilik_politikasi,yurt_ici_disi_aktarilan,jsx,Yurt içi/dışı aktarılan tarafları bilme.
page.gizlilik_politikasi,yururluk_tarihi_mayis_2026_son,jsx,Yürürlük tarihi: 1 Mayıs 2026 · Son güncelleme: 15 Mayıs 2026
page.gizlilik_politikasi,zarar_olustuysa_giderilmesini,jsx,Zarar oluştuysa giderilmesini talep etme.
page.hakkimizda,bizi_digerlerinden_ayiran_ilke,jsx,Bizi Diğerlerinden Ayıran 4 İlke
page.hakkimizda,degerlerimiz,jsx,Değerlerimiz
page.hakkimizda,ekibimiz_24_hizmetinizde,jsx,"Ekibimiz 7/24 hizmetinizde. WhatsApp, e-posta veya telefonla bize ulaşın."
page.hakkimizda,en_dusuk_net_fiyat,jsx,en düşük net fiyat
page.hakkimizda,fatura_muhasebe,jsx,Fatura / Muhasebe
page.hakkimizda,geleneksel_acente_modeli,jsx,"Geleneksel acente modeli pazarda %25-40 komisyonla çalışır; bu, müşteriye
              gereksiz yere yüksek fiyatla yansır. Biz ise modeli tersine çevirdik:
              operatörle"
page.hakkimizda,hale_getirmek_araci_komisyonunu,jsx,"hale getirmek. Aracı komisyonunu kaldırarak müşteriye
                hak ettiği değeri sunmak; operatörlere adil ortaklık sağlamak."
page.hakkimizda,iletisime_gec,jsx,İletişime Geç
page.hakkimizda,ilkesiyle_calisiyor_dogru,jsx,"ilkesiyle çalışıyor, doğru
              fiyatlandırma ile bölgenin sürdürülebilir turizmine katkı sağlıyoruz."
page.hakkimizda,kapadokya_satilan_her_balon,jsx,"Kapadokya'da satılan her balon turunun, jeep safari biletinin ve otel
              gecesinin gerisinde yerel ekonomi var: pilotlar, rehberler, şoförler ve
              otel personeli. Trip and Tick olarak"
page.hakkimizda,kapadokya_tatilini_herkes,jsx,Kapadokya tatilini herkes için
page.hakkimizda,kurucu_ekip,jsx,Kurucu Ekip
page.hakkimizda,kurulus,jsx,Kuruluş
page.hakkimizda,meta_desc,metadata,"Trip and Tick: 2024'ten beri Kapadokya'da hizmet veren TÜRSAB lisanslı online seyahat acentası. 9+ operatör, 12.000+ mutlu müşteri, en düşük fiyat garantisi."
page.hakkimizda,meta_desc_2,metadata,"2024'ten beri 12.000+ müşteri, 9+ operatör, en düşük fiyat garantisi."
page.hakkimizda,meta_og_alt,metadata,Trip and Tick — Hakkımızda
page.hakkimizda,meta_title,metadata,Hakkımızda — TÜRSAB Lisanslı Kapadokya Acentası | Trip and Tick
page.hakkimizda,meta_title_2,metadata,Hakkımızda — TÜRSAB Lisanslı Kapadokya Acentası
page.hakkimizda,misafirlerimizin_92_si,jsx,"Misafirlerimizin %92'si rezervasyondan sonra arkadaş veya aile referansı
              ile tekrar dönmektedir. Bu güveni korumak için her detayı kontrol ediyor,
              operatör performansını sürekli denetliyoruz. Standartların altına düşen
              operatörlerle çalışmaya devam etmiyoruz."
page.hakkimizda,musteriye,jsx,ve müşteriye
page.hakkimizda,neden_trip_tick,jsx,Neden Trip and Tick?
page.hakkimizda,olmak_kapadokya_baslayarak,jsx,"olmak. Kapadokya'dan başlayarak Pamukkale, Antalya ve
                Karadeniz destinasyonlarına genişlemek."
page.hakkimizda,pagehero_description_kapadokya_nin,PageHero@description,"Kapadokya'nın en güvenilir online seyahat acentası. TÜRSAB lisanslı, 9+ operatörle doğrudan anlaşmalı, 2024'ten beri 12.000+ mutlu müşteri."
page.hakkimizda,pagehero_tag_hakkimizda,PageHero@tag,Hakkımızda
page.hakkimizda,pagehero_title_trip_tick,PageHero@title,Trip and Tick
page.hakkimizda,sirket_bilgileri,jsx,Şirket Bilgileri
page.hakkimizda,sonuc_ayni_paket_25_40,jsx,". Sonuç: aynı paket, %25-40 daha ucuz."
page.hakkimizda,sorulariniz_var,jsx,Sorularınız mı var?
page.hakkimizda,trip_tick_2024_yilinda_kapadokya,jsx,"Trip and Tick, 2024 yılında Kapadokya'nın yerel turizm ekosisteminden gelen
              bir ekiple kuruldu. Kurucularımız, bölgedeki balon operatörleri, otel
              sahipleri ve transfer şirketleriyle 15+ yıllık doğrudan ilişkilere sahiptir.
              Bu güvene dayalı ağ, aracı komisyonu eklenmeden direkt fiyatla hizmet
              sunmamızı sağlar."
page.hakkimizda,trip_tick_arkasindaki_ekip,jsx,Trip and Tick'in Arkasındaki Ekip
page.hakkimizda,turk_turizm_standartlarina_uyum,jsx,"Türk turizm standartlarına uyum
              garantisidir. 40 milyon Euro mali sorumluluk sigortası, KVKK uyumlu veri
              politikası, 3D Secure ödeme altyapısı ve 7/24 müşteri desteği ile yurt içi
              ve yurt dışı misafirler için aynı kaliteyi sunuyoruz."
page.hakkimizda,turkiye,jsx,Türkiye
page.hakkimizda,turkiye_nin_en_guvenilir_online,jsx,"Türkiye'nin en güvenilir online seyahat
                acentası"
page.hakkimizda,tursab_lisans_no,jsx,TÜRSAB Lisans No
page.hakkimizda,tursab_lisansimiz,jsx,TÜRSAB lisansımız
page.hakkimizda,uygun_fiyatli_seffaf_guvenli,jsx,"uygun fiyatlı, şeffaf ve
                güvenli"
page.hakkimizda,yerel_istihdama_destek,jsx,yerel istihdama destek
page.iletisim,acil_iptal_degisiklik_24,jsx,Acil iptal/değişiklik: 7/24 WhatsApp
page.iletisim,calisma_saatleri,jsx,Çalışma Saatleri
page.iletisim,form_doldurun_en_gec_saat,jsx,"Form doldurun, en geç 4 saat içinde dönüş yapalım. Acil durumlar için
                  WhatsApp kullanın."
page.iletisim,iframe_title_trip_tick,iframe@title,"Trip and Tick — Göreme, Nevşehir konumu"
page.iletisim,iletisim_bilgileri,jsx,İletişim Bilgileri
page.iletisim,mesaj_gonder,jsx,Mesaj Gönder
page.iletisim,meta_desc,metadata,"Trip and Tick ile iletişime geçin: info@tripandtick.com, +90 537 464 78 61. Göreme/Nevşehir ofisi. WhatsApp 7/24, e-posta 4 saat içinde yanıt."
page.iletisim,meta_desc_2,metadata,"WhatsApp 7/24, e-posta 4 saat içinde yanıt, Göreme/Nevşehir ofisi."
page.iletisim,meta_title,metadata,İletişim — Trip and Tick Kapadokya Acentası
page.iletisim,meta_title_2,metadata,İletişim — Trip and Tick
page.iletisim,pagehero_description_sorulariniz_ozel,PageHero@description,"Sorularınız, özel istekleriniz veya kurumsal rezervasyon için 7/24 hizmetinizdeyiz. WhatsApp, e-posta veya telefonla bize ulaşın."
page.iletisim,pagehero_highlight_iletisime_gec,PageHero@highlight,İletişime Geç
page.iletisim,pagehero_tag_iletisim,PageHero@tag,İletişim
page.iletisim,telefon_09_00_22_00,jsx,Telefon: 09:00 - 22:00 (TSİ)
page.iletisim,whatsapp_posta_24,jsx,WhatsApp & E-posta: 7/24
page.iletisim,yol_tarifi,jsx,Yol Tarifi
page.iptal_iade_politikasi,10_is_gunu,jsx,5-10 iş günü
page.iptal_iade_politikasi,24_72_saat_arasi_iptal,jsx,24 ile 72 saat arası iptal:
page.iptal_iade_politikasi,24_saatten_az_iptal,jsx,24 saatten az iptal:
page.iptal_iade_politikasi,72_saat_daha_oncesinden_iptal,jsx,72 saat ve daha öncesinden iptal:
page.iptal_iade_politikasi,90_537_464_78_61,jsx,+90 537 464 78 61 — anlık talep.
page.iptal_iade_politikasi,adalet_garantisi,jsx,Adalet Garantisi
page.iptal_iade_politikasi,alternatif_olarak_tarih,jsx,". Alternatif
                  olarak tarih değişikliği yapılabilir; bu durumda ek ücret alınmaz."
page.iptal_iade_politikasi,bankalarin_iade_yansima_suresi,jsx,Bankaların iade yansıma süresi 2-7 iş günü daha sürebilir.
page.iptal_iade_politikasi,bulusma_noktasinda_belirlenen,jsx,"Buluşma noktasında belirlenen saatte hazır olmamanız durumunda iade hakkı
              yoktur. Otelden transfer alma saatini en az 24 saat önceden onaylamanızı
              öneririz."
page.iptal_iade_politikasi,gec_gelme_no_show,jsx,4. Geç Gelme / No-Show
page.iptal_iade_politikasi,hava_operator_kaynakli_iptal,jsx,2. Hava ve Operatör Kaynaklı İptal
page.iptal_iade_politikasi,iade_hakki_yoktur_saglik_raporu,jsx,İade hakkı yoktur. (Sağlık raporu istisnası için aşağıya bakın.)
page.iptal_iade_politikasi,iade_onaylandiktan_sonra,jsx,İade onaylandıktan sonra
page.iptal_iade_politikasi,iade_suresi_yontemi,jsx,5. İade Süresi & Yöntemi
page.iptal_iade_politikasi,iade_tutari,jsx,İade Tutarı
page.iptal_iade_politikasi,iade_tutari_orijinal_odeme,jsx,İade tutarı orijinal ödeme yöntemine yapılır; başka karta aktarılamaz.
page.iptal_iade_politikasi,ibraziyla_100_iade_yapilir,jsx,"ibrazıyla %100 iade yapılır.
            Raporun rezervasyon tarihinden sonra düzenlenmiş olması gerekir."
page.iptal_iade_politikasi,icinde_odeme_yapilan_karta_geri,jsx,içinde ödeme yapılan karta geri yatırılır.
page.iptal_iade_politikasi,info_tripandtick_com,jsx,info@tripandtick.com — rezervasyon no + iptal sebebi.
page.iptal_iade_politikasi,iptal_politikamiz_kapadokya,jsx,"İptal politikamız Kapadokya'daki en şeffaf politikalardan biridir. Hava
              kaynaklı iptallerde komisyon kesintisi yapılmaz, %100 iade verilir. Tek
              istisna 24 saatten az iptaldir — bu da operatör tarafının iş gücü
              maliyetini koruma amaçlıdır."
page.iptal_iade_politikasi,iptal_suresi_iade_tablosu,jsx,İptal Süresi & İade Tablosu
page.iptal_iade_politikasi,iptal_talebi_nasil_yapilir,jsx,6. İptal Talebi Nasıl Yapılır?
page.iptal_iade_politikasi,iptal_zamani,jsx,İptal Zamanı
page.iptal_iade_politikasi,meta_desc,metadata,"Trip and Tick iptal & iade politikası: 72+ saat öncesi %100 iade, hava iptali her zaman tam iade. 5-10 iş günü içinde geri ödeme."
page.iptal_iade_politikasi,meta_desc_2,metadata,"72+ saat öncesi %100 iade, hava iptali her zaman tam iade."
page.iptal_iade_politikasi,meta_og_alt,metadata,İptal & İade — Trip and Tick
page.iptal_iade_politikasi,meta_title,metadata,İptal & İade Politikası — %100 İade Garantisi | Trip and Tick
page.iptal_iade_politikasi,meta_title_2,metadata,İptal & İade Politikası
page.iptal_iade_politikasi,musteri_kaynakli_iptal,jsx,1. Müşteri Kaynaklı İptal
page.iptal_iade_politikasi,odediginiz_tutarin_100_iade,jsx,Ödediğiniz tutarın %100'ü iade edilir.
page.iptal_iade_politikasi,odediginiz_tutarin_50_si_iade,jsx,Ödediğiniz tutarın %50'si iade edilir.
page.iptal_iade_politikasi,operator_iptali_ruzgar_25_km,jsx,"Operatör iptali (rüzgar >25 km/sa, görüş azalması, yağış, teknik
                  arıza vb.) durumunda iptal sizden değil bizden kaynaklandığı için
                  ödediğiniz tutarın"
page.iptal_iade_politikasi,pagehero_description_adil_seffaf,PageHero@description,"Adil, şeffaf ve yasal mevzuata uyumlu iptal politikası. Hava kaynaklı iptallerde her zaman %100 iade garantisi."
page.iptal_iade_politikasi,pagehero_highlight_iade_politikasi,PageHero@highlight,İade Politikası
page.iptal_iade_politikasi,pagehero_title_iptal,PageHero@title,İptal &
page.iptal_iade_politikasi,plan_degisikligi_kisisel,jsx,"Plan değişikliği, kişisel nedenler veya başka herhangi bir sebeple
            rezervasyonunuzu iptal etmek istiyorsanız aşağıdaki kurallar uygulanır:"
page.iptal_iade_politikasi,resmi_saglik_raporu,jsx,resmi sağlık raporu
page.iptal_iade_politikasi,rezervasyon_sonrasi_ortaya,jsx,"Rezervasyon sonrası ortaya çıkan hastalık, kaza veya hamilelik gibi
            durumlarda"
page.iptal_iade_politikasi,saglik_raporu_istisnasi,jsx,3. Sağlık Raporu İstisnası
page.iptal_iade_politikasi,talep_onaylanir_onaylanmaz,jsx,Talep onaylanır onaylanmaz e-posta ile bildirilir.
page.iptal_iade_politikasi,yururluk_tarihi_mayis_2026_son,jsx,Yürürlük tarihi: 1 Mayıs 2026 · Son güncelleme: 15 Mayıs 2026
page.kapadokya,araligidir_balon_ucus_oranlari,jsx,aralığıdır — balon uçuş oranları %85+ seviyesindedir.
page.kapadokya,balon_disinda_atv_turlari_binme,jsx,"Balon dışında ATV turları, at binme deneyimleri, Kırmızı ve Yeşil gezi
              turları, mağara otel konaklamaları ve yeraltı şehri ziyaretleri ile
              Kapadokya 2-5 günlük tatil için ideal bir destinasyondur. En iyi ziyaret
              dönemi"
page.kapadokya,balon_turlarina_bak,jsx,Balon Turlarına Bak
page.kapadokya,bizans_donemine_ait_kayaya_oyma,jsx,", Bizans dönemine ait kayaya oyma kiliseler ve
              tarih öncesi yeraltı şehirleri, bölgeyi yılda 4 milyondan fazla turistin
              ziyaret ettiği bir kültür-doğa merkezi haline getirir."
page.kapadokya,bulunan_dunyaca_unlu_tatil,jsx,"bulunan dünyaca ünlü bir
              tatil destinasyonudur. Milyonlarca yıl önce volkanik patlamalarla şekillenen"
page.kapadokya,detayli_rehberler,jsx,Detaylı Rehberler
page.kapadokya,en_dusuk_fiyat_garantisi_100,jsx,"En düşük fiyat garantisi, %100 iade güvencesi ve anında onay ile hayalinizdeki
            tatili rezerve edin."
page.kapadokya,eylul_ekim,jsx,Eylül-Ekim
page.kapadokya,fazla_tursab_lisansli_operator,jsx,9'dan fazla TÜRSAB lisanslı operatör
page.kapadokya,gun_dogumunda_yuzlerce_renkli,jsx,". Gün doğumunda yüzlerce
              renkli balonun semayı süslediği bu deneyim,"
page.kapadokya,kapadokya_denildiginde_akla_ilk,jsx,Kapadokya denildiğinde akla ilk gelen
page.kapadokya,kapadokya_hakkinda_bilgi_bankasi,jsx,Kapadokya Hakkında Bilgi Bankası
page.kapadokya,kapadokya_maceraniz_simdi,jsx,Kapadokya Maceranız Şimdi Başlasın
page.kapadokya,meta_desc,metadata,"Kapadokya tatil rehberi: balon turu fiyatları, en iyi oteller, gezi turları, aktiviteler, fotoğraf noktaları ve ne zaman gidilir? Detaylı tüm rehber tek sayfada."
page.kapadokya,meta_desc_2,metadata,"Balon, otel, tur, aktiviteler — tüm Kapadokya rehberi tek sayfada."
page.kapadokya,meta_og_alt,metadata,Kapadokya Rehberi — Trip and Tick
page.kapadokya,meta_title,metadata,"Kapadokya Rehberi 2026 — Balon, Otel, Tur, Aktiviteler | Trip and Tick"
page.kapadokya,meta_title_2,metadata,Kapadokya Rehberi 2026
page.kapadokya,pagehero_description_unesco_dunya,PageHero@description,"UNESCO Dünya Mirası listesinde, peri bacaları, yeraltı şehirleri ve dünyaca ünlü balon turlarıyla Türkiye'nin en büyülü destinasyonu. Tek sayfada tüm bilgiler."
page.kapadokya,pagehero_highlight_tatil_rehberi,PageHero@highlight,Tatil Rehberi 2026
page.kapadokya,pagehero_tag_kapadokya,PageHero@tag,Kapadokya Rehberi
page.kapadokya,pagehero_title_kapadokya,PageHero@title,Kapadokya
page.kapadokya,peri_bacalari,jsx,peri bacaları
page.kapadokya,planlamadan_en_iyi_fotograf,jsx,"Planlamadan en iyi fotoğraf noktalarına kadar — Kapadokya hakkında bilmek
              istediğiniz her şey."
page.kapadokya,sicak_hava_balon_turlaridir,jsx,sıcak hava balon turlarıdır
page.kapadokya,tarafindan_sunulur_standart_165,jsx,"tarafından sunulur.
              Standart €165, Konfor €215, Deluxe €295 ve Romantik özel €580'den başlayan
              fiyatlar — transfer, kahvaltı, sigorta, sertifika ve şampanya servisi dahil."
page.kapadokya,turkiye_nin_ic_anadolu,jsx,", Türkiye'nin İç Anadolu bölgesinde yer alan ve"
page.kapadokya,unesco_dunya_mirasi_listesi_nde,jsx,UNESCO Dünya Mirası Listesi'nde
page.kapadokya,yapabilirsiniz,jsx,Ne Yapabilirsiniz?
page.kullanim_sartlari,10_uyusmazlik_cozumu,jsx,10. Uyuşmazlık Çözümü
page.kullanim_sartlari,11_degisiklikler,jsx,11. Değişiklikler
page.kullanim_sartlari,6502_sayili_tuketicinin,jsx,"6502 sayılı Tüketicinin Korunması Hakkında Kanun ve Mesafeli Sözleşmeler
            Yönetmeliği hükümleri geçerlidir. Tüketici Hakem Heyetleri ve Tüketici
            Mahkemeleri'ne başvuru hakkınız vardır. Detaylı bilgi için"
page.kullanim_sartlari,alici_tripandtick_com_uzerinden,jsx,"Alıcı: tripandtick.com üzerinden hizmet satın alan veya satın almayı taahhüt
            eden gerçek/tüzel kişi (bundan sonra ""Müşteri"")."
page.kullanim_sartlari,bulusma_saatinde_hazir_olmak,jsx,Buluşma saatinde hazır olmak; gecikme durumunda iade hakkı yoktur.
page.kullanim_sartlari,bundan_sonra_trip_tick_adres,jsx,"(bundan sonra ""Trip and Tick""). Adres: Göreme Merkez, Nevşehir 50180. TÜRSAB
            lisanslı."
page.kullanim_sartlari,cocuk_indirimi_12_yas_arasi,jsx,Çocuk indirimi 7-12 yaş arası uygulanır (paket bazında değişir).
page.kullanim_sartlari,dogru_ad_dogum_tarihi_iletisim,jsx,"Doğru ad, doğum tarihi ve iletişim bilgisi vermek."
page.kullanim_sartlari,en_dusuk_fiyat_garantisi_daha,jsx,En düşük fiyat garantisi: daha ucuz teklif bulursanız %5 altı.
page.kullanim_sartlari,fikri_mulkiyet,jsx,8. Fikri Mülkiyet
page.kullanim_sartlari,fiyatlandirma_para_birimleri,jsx,3. Fiyatlandırma & Para Birimleri
page.kullanim_sartlari,fiyatlar_eur_usd_try_cinsinden,jsx,"Fiyatlar EUR, USD veya TRY cinsinden gösterilir."
page.kullanim_sartlari,hamilelik_ciddi_saglik_sorunu,jsx,Hamilelik veya ciddi sağlık sorunu varsa rezervasyon öncesi bildirmek.
page.kullanim_sartlari,hizmet_kapsami,jsx,2. Hizmet Kapsamı
page.kullanim_sartlari,iletisim,jsx,İletişim
page.kullanim_sartlari,iptal_iade,jsx,5. İptal & İade
page.kullanim_sartlari,iptal_iade_politikasi,jsx,İptal & İade Politikası
page.kullanim_sartlari,iptal_politikamizin_tam_metni,jsx,İptal politikamızın tam metni için
page.kullanim_sartlari,meta_desc,metadata,"Trip and Tick kullanım şartları ve mesafeli satış sözleşmesi: hizmet kapsamı, ödeme, iptal, sorumluluk reddi ve uyuşmazlık çözümü."
page.kullanim_sartlari,meta_desc_2,metadata,"Hizmet kapsamı, ödeme, iptal, sorumluluk."
page.kullanim_sartlari,meta_og_alt,metadata,Kullanım Şartları — Trip and Tick
page.kullanim_sartlari,meta_title,metadata,Kullanım Şartları — Mesafeli Satış Sözleşmesi | Trip and Tick
page.kullanim_sartlari,meta_title_2,metadata,Kullanım Şartları — Mesafeli Satış Sözleşmesi
page.kullanim_sartlari,musteri_yukumlulukleri,jsx,6. Müşteri Yükümlülükleri
page.kullanim_sartlari,odeme,jsx,4. Ödeme
page.kullanim_sartlari,odeme_visa_mastercard_american,jsx,"Ödeme; Visa, Mastercard, American Express ve UnionPay ile yapılabilir. 3D
            Secure aktiftir. Kart bilgileri Trip and Tick'te saklanmaz; PCI-DSS uyumlu
            ödeme sağlayıcılarına yönlendirilir. Rezervasyon, ödeme onayından sonra
            kesinleşir; onay e-postası ile birlikte PDF biletiniz iletilir."
page.kullanim_sartlari,operator_guvenlik_kurallarina,jsx,Operatör güvenlik kurallarına uymak.
page.kullanim_sartlari,pagehero_description_trip_tick,PageHero@description,Trip and Tick hizmetlerinin kullanım şartları ve mesafeli satış sözleşmesi. Lütfen rezervasyon öncesi okuyun.
page.kullanim_sartlari,pagehero_highlight_sartlari,PageHero@highlight,Şartları
page.kullanim_sartlari,pagehero_title_kullanim,PageHero@title,Kullanım
page.kullanim_sartlari,satici,jsx,Satıcı:
page.kullanim_sartlari,sayfamiza_bakin,jsx,sayfamıza bakın.
page.kullanim_sartlari,sayfasina_bakin_ozet_72_saat,jsx,"sayfasına bakın. Özet: 72+ saat önce %100 iade, 24-72 saat %50 iade, 24 saat
            altı iade yok. Operatör veya hava kaynaklı iptalde her zaman %100 iade veya
            alternatif tarih."
page.kullanim_sartlari,site_icerigi_metin_gorsel_kod,jsx,"Site içeriği (metin, görsel, kod, logo, marka) Trip and Tick'e aittir. Yazılı
            izin olmadan kopyalanması, yeniden dağıtılması veya ticari amaçla
            kullanılması yasaktır."
page.kullanim_sartlari,sorulariniz,jsx,Sorularınız için:
page.kullanim_sartlari,sorumluluk_reddi,jsx,7. Sorumluluk Reddi
page.kullanim_sartlari,taraflar,jsx,1. Taraflar
page.kullanim_sartlari,trip_tick_balon_turu_otel,jsx,"Trip and Tick, balon turu, otel rezervasyonu, transfer, ATV, at binme, gezi
            turları ve kombo paketler dahil olmak üzere Kapadokya bölgesindeki turizm
            hizmetlerini aracılık edici sıfatla satar. Hizmetler, anlaşmalı operatörler
            tarafından fiilen sunulur; Trip and Tick rezervasyon, ödeme ve müşteri
            desteği işlemlerini yönetir."
page.kullanim_sartlari,trip_tick_hizmeti_fiilen_sunan,jsx,"Trip and Tick, hizmeti fiilen sunan operatörün gerçekleştirdiği uçuş,
            transfer veya aktivite sırasında oluşan kişisel kazalardan birinci derecede
            sorumlu değildir; ancak operatörler 40 milyon Euro mali sorumluluk sigortası
            kapsamındadır. Hava kaynaklı veya zorunlu iptal durumunda iade koşulları
            uygulanır."
page.kullanim_sartlari,trip_tick_sartlari_zaman_zaman,jsx,"Trip and Tick bu şartları zaman zaman güncelleyebilir. Güncel versiyon
            tripandtick.com/kullanim-sartlari adresinde yayımlanır; kullanıma devam etmek
            güncel şartların kabulü anlamına gelir."
page.kullanim_sartlari,trip_tick_turizm_seyahat,jsx,Trip and Tick Turizm ve Seyahat Acentası Limited Şirketi
page.kullanim_sartlari,tuketici_haklari,jsx,9. Tüketici Hakları
page.kullanim_sartlari,tum_vergiler_kdv_dahil_fiyata,jsx,Tüm vergiler (KDV dahil) fiyata dahildir.
page.kullanim_sartlari,uyusmazlik_halinde_oncelikle,jsx,"Uyuşmazlık halinde öncelikle Trip and Tick müşteri desteğine başvuru yapın.
            Çözüm bulunamazsa Nevşehir Tüketici Hakem Heyeti veya Nevşehir Tüketici
            Mahkemeleri yetkilidir. Uygulanacak hukuk Türk hukukudur."
page.kullanim_sartlari,yas_kilo_limitlerine_uymak_balon,jsx,Yaş ve kilo limitlerine uymak (balon: 6+ yaş).
page.kullanim_sartlari,yuksek_sezon_nisan_haziran_eylul,jsx,"Yüksek sezon (Nisan-Haziran, Eylül-Ekim) ek ücret yansıyabilir."
page.kullanim_sartlari,yururluk_tarihi_mayis_2026_son,jsx,Yürürlük tarihi: 1 Mayıs 2026 · Son güncelleme: 15 Mayıs 2026
page.kvkk,6698_sayili_kisisel_verilerin,jsx,"6698 sayılı Kişisel Verilerin Korunması Kanunu (""KVKK"") uyarınca veri
            sorumlusu sıfatıyla"
page.kvkk,acik_riza_pazarlama_amacli,jsx,Açık rıza (m.5/1) — pazarlama amaçlı işleme.
page.kvkk,anlasmali_operatorler,jsx,Anlaşmalı operatörler (rezervasyon bilgileri).
page.kvkk,aydinlatma_metni_kvkk,jsx,"Bu aydınlatma metni KVKK uyumluluğu için hazırlanmıştır. Detaylı veri
              işleme süreci için"
page.kvkk,basvuru_yontemleri,jsx,7. Başvuru Yöntemleri
page.kvkk,basvurunuz,jsx,Başvurunuz
page.kvkk,basvurunuzun_reddedilmesi,jsx,"Başvurunuzun reddedilmesi, verilen yanıtın yetersiz bulunması veya 30 gün
            içinde yanıt verilmemesi durumunda Kişisel Verileri Koruma Kurulu'na şikayet
            hakkınız vardır:"
page.kvkk,bentleri_uyarinca_yapilan,jsx,(5) ve (6) bentleri uyarınca yapılan işlemlerin aktarıldığı 3. kişilere bildirilmesini isteme.
page.kvkk,bilgi_notu,jsx,Bilgi Notu
page.kvkk,cerez_verisi_12_aya_kadar,jsx,Çerez verisi: 12 aya kadar.
page.kvkk,eksik_yanlis_islenmisse,jsx,Eksik veya yanlış işlenmişse düzeltilmesini isteme.
page.kvkk,en_gec_30_gun_icinde,jsx,en geç 30 gün içinde
page.kvkk,gizlilik_politikasi,jsx,Gizlilik Politikası
page.kvkk,goreme_merkez_nevsehir_50180,jsx,"Göreme Merkez, Nevşehir 50180, Türkiye"
page.kvkk,goreme_merkez_nevsehir_50180_2,jsx,"Göreme Merkez, Nevşehir 50180 — kimlik kopyasıyla."
page.kvkk,hizmet_kalitesinin,jsx,"Hizmet kalitesinin iyileştirilmesi, anonim analitik."
page.kvkk,hukuka_aykiri_isleme_sebebiyle,jsx,Hukuka aykırı işleme sebebiyle zarara uğramanız halinde zararın giderilmesini talep etme.
page.kvkk,hukuki_danismanlar_mali,jsx,Hukuki danışmanlar ve mali müşavirler.
page.kvkk,hukuki_yukumlulugun_yerine,jsx,Hukuki yükümlülüğün yerine getirilmesi için zorunlu olması (m.5/2-ç).
page.kvkk,isleme_amacini_amaca_uygun,jsx,İşleme amacını ve amaca uygun kullanılıp kullanılmadığını öğrenme.
page.kvkk,isleme_hukuki_sebepleri_kvkk,jsx,3. İşleme Hukuki Sebepleri (KVKK m.5)
page.kvkk,kisisel_veri_islenip,jsx,Kişisel veri işlenip işlenmediğini öğrenme.
page.kvkk,kisisel_verileri_koruma_kurumu,jsx,Kişisel Verileri Koruma Kurumu:
page.kvkk,kisisel_verilerin_aktarimi,jsx,4. Kişisel Verilerin Aktarımı
page.kvkk,kisisel_verilerin_islenme,jsx,2. Kişisel Verilerin İşlenme Amaçları
page.kvkk,kisisel_verileriniz_asagidaki,jsx,Kişisel verileriniz aşağıdaki amaçlarla işlenir:
page.kvkk,kisisel_verileriniz_islenmisse,jsx,Kişisel verileriniz işlenmişse buna ilişkin bilgi talep etme.
page.kvkk,kvkk_13_kapsaminda_haklarinizi,jsx,"KVKK m.13 kapsamında haklarınızı kullanmak için aşağıdaki yöntemlerden biriyle
            başvurabilirsiniz:"
page.kvkk,kvkk_ongorulen_sartlar,jsx,KVKK m.7'de öngörülen şartlar çerçevesinde silinmesini/yok edilmesini isteme.
page.kvkk,mesafeli_satis_sozlesmesinin,jsx,Mesafeli satış sözleşmesinin kurulması ve ifası.
page.kvkk,meta_desc,metadata,"Trip and Tick KVKK aydınlatma metni: veri sorumlusu, kişisel veri işleme amaçları, aktarım, saklama ve KVKK m.11 kapsamındaki kullanıcı hakları."
page.kvkk,meta_desc_2,metadata,6698 Sayılı Kanun · Veri sorumlusu · Kullanıcı hakları.
page.kvkk,meta_og_alt,metadata,KVKK — Trip and Tick
